source_id,ra,dec,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,phot_g_mean_flux_over_error,phot_bp_mean_flux_over_error,phot_rp_mean_flux_over_error,ruwe,astrometric_excess_noise,non_single_star,distance_pc,abs_g_mag,bp_rp_0
5290655442379509248,119.6963473462371,-61.10804698695913,2.253582264229838,0.25618857,-3.884832506036127,0.30153897,11.93984858237036,0.26116014,19.564135,21.133644,18.324593,2.8090515,366.04865,7.9924674,53.940506,1.0059347,0.46961188,0,443.7379614991557,11.32850167817138,2.8090515
5290656099515450752,119.79307726025442,-61.04875457868584,2.3793788804818954,0.035446234,-4.214365721843811,0.043285664,11.108597221847523,0.041266337,16.307697,17.279758,15.33439,1.9453688,1924.2928,200.92064,444.87866,1.0624579,0.0,0,420.277749039056,7.561115316836728,1.6035688
5290657989300789632,119.05005147316511,-61.26388833214439,2.667216878787947,0.012683922,-3.504450854970706,0.01880136,12.274853483048155,0.01565639,13.796956,14.321897,13.110131,1.2117653,3652.0085,951.6321,1243.4628,1.1063296,0.03244773,0,374.9226423816072,5.309947742413412,0.8806653
5290658328599099136,119.15225296364387,-61.22149967978964,2.2008465273118722,0.11357661,-4.785206832321421,0.17065784,11.609704208594762,0.16135836,18.092316,19.61754,16.909964,2.7075768,766.89685,22.571346,97.7831,1.0771794,0.41132623,0,454.37061948222544,9.128964478322152,2.2820768
5290660703720134912,119.3182402800691,-61.129470013371865,2.3938675482297245,0.031445056,-4.757068917084086,0.039010223,11.17357316965948,0.04077953,15.970456,16.845806,15.037645,1.8081608,1054.1919,237.71707,405.92474,1.0831467,0.14355405,0,417.73405581252996,7.8659567102948955,1.8081608
5290667713106775040,119.59901351085477,-61.06229520170622,2.432597459293379,0.012831789,-5.645531105501394,0.017036997,11.76013367147402,0.015275098,12.968428,13.345489,12.414174,0.93131447,2435.4937,678.70264,1014.95294,1.0934553,0.11375534,0,411.08322142640077,4.551578895889859,0.74341446
5290668915697538560,119.56367376810721,-60.99255523816224,2.4333965604175805,0.059707236,-4.36197745602864,0.070720956,11.259588217563739,0.06819732,17.327078,18.578371,16.201923,2.3764477,1068.601,61.96935,229.67491,1.0264752,0.0,0,410.94822614050054,9.25814231483138,2.3764477
5290689084863589120,118.44314911212345,-61.14304424331777,2.4346931841954684,0.101241834,-4.295118443690718,0.1270127,11.570408744834078,0.13846263,18.253557,19.745607,17.061802,2.6838055,864.9064,25.694834,153.40352,1.01419,0.0,0,410.7293709496479,9.456178392711879,2.2239056
5290693959647778688,118.12215505526173,-61.259529624844454,2.5323389680740402,0.17898686,-5.244033664261233,0.24632636,11.447322425948968,0.2044053,18.991606,20.615377,17.748177,2.8672009,465.51447,14.123511,104.88226,0.99457103,0.42569304,0,394.8918421298653,10.674514960502094,2.6346009
5290698288975017344,117.98594727198896,-61.15943910002674,2.3165513749004125,0.07222576,-4.328422079667139,0.09943911,11.182531763896531,0.0880331,17.708954,19.28718,16.495083,2.792097,1085.1033,34.22261,233.63335,0.9763055,0.0,0,431.6761591540311,8.757163515201388,2.289997
5290699285407593728,118.1253403030134,-61.05811216798632,1.5214210984539915,0.41274914,-4.526631602304439,0.5793736,14.038048811741824,0.53549147,20.017118,21.062872,18.909021,2.1538506,267.26077,11.254828,32.180077,1.2076751,2.567202,0,657.2802237435519,10.928365626886611,2.1538506
5290706092933811456,118.20904889539095,-61.00081581716512,2.3994617152636524,0.038460933,-4.1000902995858866,0.053908966,10.943355214836053,0.055692498,16.485699,17.53069,15.490623,2.0400658,1870.431,127.07055,511.67365,0.9752465,0.0,0,416.76013984249806,8.38626782452867,2.0400658
5290708601194720384,118.35635446058434,-60.8890418400614,2.4550939514493857,0.010581567,-3.7839166842679894,0.013186822,11.01442502072391,0.013314088,12.333566,12.685322,11.800219,0.8851032,7840.2383,1813.4996,2585.425,1.0799708,0.073545866,0,407.3163877943007,3.830506307661544,0.6385032
5290713029301219584,119.05392261832604,-60.96270524178413,2.0566082455225914,0.32257643,-4.974497396163107,0.3730339,11.916248262916806,0.37391692,19.657316,21.32831,18.382515,2.945795,342.4841,8.874537,62.988644,1.0142796,0.9749813,0,486.2374748215096,11.223074071291094,2.945795
5290715988538836224,119.03252384471283,-60.95134603046507,2.2899268259214685,0.08539207,-4.457517041818468,0.10103818,11.200221231941201,0.102404214,17.68756,19.277822,16.487461,2.7903614,1096.984,37.93364,204.48866,1.0204768,0.17204747,0,436.6951767542175,8.649667139322684,2.2619615
5290717672165866496,119.04696643418646,-60.84940766429841,2.3930611762411167,0.022245465,-5.148327613304778,0.02880259,11.501082384689683,0.025442082,15.300507,16.026045,14.454419,1.5716257,706.3285,175.37788,218.99832,1.0425363,0.0,0,417.874816543864,6.503475598833788,1.1959257
5290717736585480576,118.9852634124817,-60.8717207640617,2.2778413709248575,0.28927112,-4.6917947347228015,0.34249976,11.931392921558157,0.31598786,19.530222,21.25303,18.283134,2.9698963,378.74106,8.876548,73.75312,0.9544287,0.0,0,439.0121334893379,11.317839321536384,2.9698963
5290718973536261504,119.35210734302284,-60.897889972009054,2.594885499883693,0.1447168,-4.7555592325653055,0.17226762,10.859057344394044,0.15925847,18.540274,20.185944,17.305862,2.8800812,625.2321,14.42828,66.887474,0.99410623,0.0,0,385.3734586920392,10.097364687329467,2.5366812
5290719488932101888,119.19706772126662,-60.89432199886265,2.464104446561282,0.29984078,-4.890777190572969,0.3614879,10.366004615362812,0.3183336,19.592947,21.12292,18.304682,2.8182373,337.06815,6.863466,64.15938,1.0186765,0.77052414,0,405.82695323468306,11.551242568338196,2.8182373
5290720833262052480,119.53198059215747,-60.83382424181407,2.407384432690013,0.017206656,-4.878970391177602,0.021936134,11.332333269218129,0.019659283,14.607625,15.186619,13.881404,1.3052149,2651.753,472.30734,889.4284,1.0147524,0.0,0,415.38857958078563,6.161952254852203,1.1174148
5290721760974905088,119.43956655789623,-60.7840055144274,2.438814878412005,0.01326898,-4.421179458176319,0.01809399,11.287117379841684,0.0153172435,10.562489,10.702332,10.305491,0.3968401,3689.0337,2028.3141,3279.0088,1.0591255,0.11183948,0,410.0352219645034,1.7362827538330734,-0.01015991
5290722035852820736,119.56135179819776,-60.7549370665545,2.397328497957476,0.015011868,-4.744989573029025,0.018897766,10.868465749058313,0.017873712,10.075512,10.146362,9.927991,0.21837139,3942.7683,3143.2058,4545.835,1.0322902,0.13343014,0,417.1309859504027,1.9741496725775214,0.21837139
5290723165424185472,119.28562597482315,-60.81762714900811,2.472997297583109,0.32679456,-3.6234550017123337,0.40623045,12.285407903120662,0.4242868,19.673676,21.046522,18.37149,2.6750317,321.7922,6.6876354,60.77119,1.0329708,0.7449034,0,404.36760726641813,11.639793745997574,2.6750317
5290723371585153152,119.2757587699316,-60.79875514822458,2.595855192546238,0.24787466,-4.415081670760017,0.3275777,11.46724928485243,0.26190436,19.179638,20.754082,17.901958,2.8521233,444.19128,7.907141,74.38191,1.0085009,0.91604733,0,385.22950081014113,11.251040219314916,2.8521233
5290723685120163840,119.1602835674826,-60.81384712149572,2.38531298133092,0.017484166,-6.064259777540076,0.024669096,9.487692790304276,0.021599334,11.077345,11.35192,10.63484,0.7170801,4592.7983,1397.9922,2246.1252,1.1974647,0.1756907,0,419.23219628898994,2.56727175437603,0.50178015
